tid,cid,column,value,label
3680,7,Cast,"Cit,MeeCezlsmisn, in,u reaJDslinW,LxlBiaiieZnSn,aMgrhDyikeyaoSaiAt LCasrLlneh,easlLaJhrndJhl,y naPoryoiDnlli.BrSmoi,,at  utaMam onuvadrameapaK,otuyqe l lelr  ,e DsD,a rPoTroahhya,ieynl ,so sk crKcirrgy aJC",1
3681,13,ReviewCount,"86 user,145 critic",-1
3682,9,Country,,1
3683,2,Year,2011,-1
3684,0,Id,,1
3685,3,Release Date,10 April 2015 (USA),-1
3686,11,RatingValue,6.2P,1
3687,7,Cast,"Thomas Law,Zachary Bailess,Jasper Levine,James Tarpey,Luke Bromley,Sophie Evans,Samantha White,Rose Reynolds,Richard Hadfield,Flora Slorach,Francesca Reidie,Charlotte Reidie,Pierce Brosnan,David Bradley,Michael Smiley",-1
3688,14,Genre,,1
3689,16,Description,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",-1
3690,15,Filming Locations,,1
3691,12,RatingCount,"44,365",-1
3692,14,Genre,,1
3693,4,Director,Lee Kirk,-1
3694,14,Genre,rhirlelT,1
3695,13,ReviewCount,"24 user,15 critic",-1
3696,6,Actors,"kSummer Bishil,Aaron Eckhart,Peter Macdissi",1
3697,5,Creator,"Mitch Wilson,William L. Arance",-1
3698,2,Year,z2006,1
3699,4,Director,Kees Van Oostrum,-1
3700,1,Name,,1
3701,2,Year,2014,-1
3702,0,Id,,1
3703,13,ReviewCount,"39 user,110 critic",-1
3704,11,RatingValue,6.6,1
3705,16,Description,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the others experiences, creating a bond that apparently can't be broken.",-1
3706,14,Genre,"Comedy,DramaY",1
3707,1,Name,Girl Most Likely,-1
3708,9,Country,SAU,1
3709,11,RatingValue,6.8,-1
3710,13,ReviewCount,"2iru2i  ,c8sert3c",1
3711,8,Language,English,-1
3712,11,RatingValue,5.1g,1
3713,7,Cast,"Pamela Adlon,David Arquette,Aaron Ashmore,Moon Bloodgood,Julie Bowen,Connie Britton,Jennifer Finnigan,Tim Griffin,Steve Howey,Sarah Hyland,Jennifer Jostyn,Leila Leigh,Jason Mantzoukas,America Olivo,Leah Pipes",-1
3714,16,Description,ea hh nph e .n  ocsnrdosduotichuolte oiisgsAnosshnsna  thwrgst eot,1
3715,7,Cast,"Jake Weber,Maria Bello,David Thornton,Michael McKean,Nick Chinlund,Shawn Huff,Alexandra Boyd,David Dorfman,B. Wayne Hughes,Abigail Mavity,Michael Monks,Tony Perez,Nicole Rosenfield,Rebecca Tilney,Scott 'Biker Dude' Tucker",-1
3716,8,Language,Egihlsn,1
3717,13,ReviewCount,"38 user,43 critic",-1
3718,1,Name,bTreasure Island,1
3719,14,Genre,"Action,Adventure,Family",-1
3720,2,Year,4120,1
3721,15,Filming Locations,"New York, USA",-1
3722,7,Cast,"Juliette Lewis,Jonny Weston,Josh Hopkins,Cybill Shepherd,Lucy Owen,Ken Marks,Margaret Colin,Scarlett Giuliano,Serafina Giuliano,Victoria Barabas,Jennifer Grace,Chivonne Michelle,Alysia Reiner,Meghan Rafferty,Lusia StrusC",1
3723,4,Director,John Slattery,-1
3724,15,Filming Locations,z,1
3725,15,Filming Locations,"Brooklyn, New York City, New York, USA",-1
3726,16,Description,aPt  dlAdo,1
3727,7,Cast,"Kristen Wiig,Guy Pearce,Hailee Steinfeld,Jennifer Jason Leigh,Sami Gayle,Christine Lahti,Nick Nolte,Lauren Swinney,Jeff Pope,Joel K. Berger,Don Brady,Becki Davis,Peggy Walton-Walker,Douglas M. Griffin,Tony Bentley",-1
3728,16,Description,  sets ayt xxfn  tno toiaoth  csoesa ror lr  oa ona p rf   'Dm aio t eedpfeeanxetc as  fdfwoetuEoryl  hisrdsghy stelmoruo  o oupso' gE ldnUDsCteehnyt bnn leoi.Ueaoyuteaanwynygoc,1
3729,10,Duration,112 min,-1
3730,15,Filming Locations,,1
3731,11,RatingValue,6.7,-1
3732,14,Genre,"ina,,DremctiArCamo",1
3733,0,Id,tt0168501,-1
3734,10,Duration,Q106 min,1
3735,11,RatingValue,5.5,-1
3736,10,Duration,nm0i 61,1
3737,9,Country,USA,-1
3738,3,Release Date,1c9e5eD U( m2SA2erb)9 ,1
3739,15,Filming Locations,"Los Angeles, California, USA",-1
3740,5,Creator,"VJames Iver Mattson,B.E. Brauner",1
3741,2,Year,1995,-1
3742,5,Creator,kBarry Michael Cooper,1
3743,12,RatingCount,"1,048",-1
3744,1,Name, nie'dDiWootainaoi uo n itYoeSuh c eaJ nM glDuknBretnorle Hrtec hCe   ht,1
3745,3,Release Date,31 March 2006 (USA),-1
3746,8,Language,BEnglish,1
3747,7,Cast,"Ice Cube,Anthony Anderson,Cedric the Entertainer,Sean Patrick Thomas,Eve,Troy Garity,Michael Ealy,Leonard Earl Howze,Keith David,Jazsmin Lewis,Lahmard J. Tate,Tom Wright,Jason George,DeRay Davis,Sonya Eddy",-1
3748,5,Creator,",fe oBAJhraerdlanrnHtae mofnna",1
3749,0,Id,tt0293815,-1
3750,3,Release Date,T21 December 2001 (USA),1
3751,16,Description,"Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars.",-1
3752,16,Description,"cButch 'Bullet' Stein is a Jewish junkie from the mean streets of Brooklyn, is paroled after eight years in prison. Butch rips off a runner for local drug dealer, Tank, and is soon right ...",1
3753,13,ReviewCount,"29 user,26 critic",-1
3754,2,Year,,1
3755,10,Duration,104 min,-1
3756,5,Creator,"Ki, HwvSiarcncEtterh rza",1
3757,1,Name,Think Like a Man Too,-1
3758,12,RatingCount,"o13,198",1
3759,8,Language,English,-1
3760,7,Cast,"cWrSwweyac,sJpooiamsylreaes,co,ocRauelnlee ak iroro aAee D bolWr,i  to,sieu,bo ireaMra, , tSc,LyD ohluieesc,lBvnBstedozrdy rshMermallGeuctn  hRmee HMPalexeMeodo,eStncE,JlEs elrhnHFllPsenge,bszyHermrmaaoToEiJe,rhaueihT",1
3761,13,ReviewCount,"17 user,7 critic",-1
3762,12,RatingCount,"y484,805",1
3763,0,Id,tt0246578,-1
3764,13,ReviewCount,,1
3765,8,Language,"English,German",-1
3766,6,Actors,"iNne,luvrnaeimt oRar,GtsapuatgoP gWer veHa",1
3767,11,RatingValue,8.5,-1
3768,4,Director,TStanley Kubrick,1
3769,12,RatingCount,"91,820",-1
3770,11,RatingValue,8.1X,1
3771,7,Cast,"Kurt Russell,Wilford Brimley,T.K. Carter,David Clennon,Keith David,Richard Dysart,Charles Hallahan,Peter Maloney,Richard Masur,Donald Moffat,Joel Polis,Thomas G. Waites,Norbert Weisser,Larry J. Franco,Nate Irwin",-1
3772,13,ReviewCount,"w32 user,54 critic",1
3773,8,Language,"English,French",-1
3774,7,Cast,"Georgia Chris,Joe Davison,Raine Brown,Jack Amos,Kibwe Dorsey,Rod Grant,Norberto Santiago,Jerry Allen,Jeff Dylan Graham,Krystal Badia,Clayton T. Smith Jr.,Chris Antilian,Jeremy King,Christopher Jacobson,Leslie CrytzerK",1
3775,2,Year,2009,-1
3776,16,Description,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.r",1
3777,2,Year,2004,-1
3778,8,Language,sEhngli,1
3779,13,ReviewCount,"426 user,362 critic",-1
3780,14,Genre,"a,seaSiDr,y-rycMmtFi",1
3781,6,Actors,"Morgan Spurlock,George Bush,Dick Cheney",-1
3782,16,Description,"A documentary that explores the question: In the age of manscaping, metrosexuals, and grooming products galore - what does it mean to be a man?E",1
3783,10,Duration,85 min,-1
3784,15,Filming Locations,"RSan Diego, California, USA",1
3785,4,Director,Michael Blieden,-1
3786,0,Id,62316t0t0,1
3787,14,Genre,Comedy,-1
3788,4,Director,lee eTrkMacnric,1
3789,11,RatingValue,7.4,-1
3790,0,Id,dtt0127536,1
3791,11,RatingValue,6.9,-1
3792,1,Name,,1
3793,12,RatingCount,173,-1
3794,8,Language,vEnglish,1
3795,2,Year,1971,-1
3796,13,ReviewCount,"8 user,31 criticf",1
3797,7,Cast,"Kristen Kakos,Benjamin Euphrat,Kimberly Ridgeway,Rob Medsger,Joyce Goodman,Whitney Moses,Brandon Hunt,Morgan Finley King",-1
3798,9,Country,SUA,1
3799,6,Actors,"Stephanie Danielson,Aneliese Roettger,Chanel Ryan",-1
3800,1,Name,qGood Will Hunting,1
3801,12,RatingCount,"90,294",-1
3802,1,Name,,1
3803,7,Cast,"Jeff Davis,Heather Langenkamp,Miko Hughes,Matt Winston,Rob LaBelle,David Newsom,Wes Craven,Marianne Maddalena,Gretchen Oehler,Tracy Middendorf,Cully Fredricksen,Bodhi Elfman,Sam Rubin,Robert Englund,Claudia Haro",-1
3804,5,Creator,,1
3805,8,Language,English,-1
3806,3,Release Date,r16 November 1984 (USA),1
3807,4,Director,Renny Harlin,-1
3808,1,Name,A Nightmare on Elm Street 3: Dream Warriorsc,1
3809,0,Id,tt2582496,-1
3810,0,Id,,1
3811,0,Id,tt0075200,-1
3812,13,ReviewCount,,1
3813,16,Description,Marshal Chris Adams turns down a friend's request to help stop the depredations of a gang of Mexican bandits. When his wife is killed by bank robbers and his friend is killed capturing the ...,-1
3814,12,RatingCount,"d59,662",1
3815,13,ReviewCount,"38 user,17 critic",-1
3816,4,Director,,1
3817,10,Duration,114 min,-1
3818,12,RatingCount,"11,202G",1
3819,15,Filming Locations,"North Palm Drive, Beverly Hill, California, USA",-1
3820,12,RatingCount,"87,347",1
3821,11,RatingValue,5.8,-1
3822,8,Language,Englishy,1
3823,13,ReviewCount,"65 user,34 critic",-1
3824,5,Creator,,1
3825,1,Name,All Quiet on the Western Front,-1
3826,2,Year,6179,1
3827,13,ReviewCount,"90 user,41 critic",-1
3828,6,Actors,,1
3829,5,Creator,William Anthony McGuire,-1
3830,2,Year,1997C,1
3831,0,Id,tt0053271,-1
3832,10,Duration,n108i m,1
3833,12,RatingCount,"27,868",-1
3834,2,Year,1936Q,1
3835,9,Country,USA,-1
3836,0,Id,tt0308383U,1
3837,15,Filming Locations,"Albertson Ranch, Triunfo, California, USA",-1
3838,9,Country,rUSA,1
3839,14,Genre,Drama,-1
3840,12,RatingCount,"H2,155",1
3841,10,Duration,93 min,-1
3842,12,RatingCount,,1
3843,0,Id,tt0057518,-1
3844,8,Language,iEnlgsh,1
3845,4,Director,Norman Tokar,-1
3846,14,Genre,,1
3847,5,Creator,"Fred Gipson,William Tunberg",-1
3848,14,Genre,,1
3849,7,Cast,"Eddie Murphy,Martin Lawrence,Obba Babatundé,Nick Cassavetes,Anthony Anderson,Barry Shabaka Henley,Brent Jennings,Bernie Mac,Miguel A. Núñez Jr.,Michael Taliferro,Guy Torry,Bokeem Woodbine,Ned Beatty,Lisa Nicole Carson,O'Neal Compton",-1
3850,1,Name,,1
3851,5,Creator,Joseph Howard,-1
3852,4,Director,Adrian LyneG,1
3853,15,Filming Locations,"Bank of America Building - 555 California Street, San Francisco, California, USA",-1
3854,6,Actors,"Kevin Bacon,Lori Singer,John LithgowR",1
3855,12,RatingCount,"54,602",-1
3856,16,Description,,1
3857,6,Actors,"Helen Hunt,Bill Paxton,Cary Elwes",-1
3858,6,Actors,"kAaron Eckhart,Hilary Swank,Delroy Lindo",1
3859,3,Release Date,12 May 2006 (USA),-1
3860,8,Language,CEnglish,1
3861,7,Cast,"J.L. Reate,Eddie Murphy,Charles Dance,Charlotte Lewis,Victor Wong,Randall 'Tex' Cobb,James Hong,Shakti Chen,Tau Logo,Tiger Chung Lee,Pons Maar,Peter Kwong,Wally Taylor,Eric Douglas,Charles Levin",-1
3862,8,Language,Englishy,1
3863,3,Release Date,8 June 1990 (USA),-1
3864,8,Language,Ensilgh,1
3865,14,Genre,War,-1
3866,6,Actors,"riheGEtyai,druted pSeeMah vtmeMHnhar,ar ",1
3867,12,RatingCount,"80,339",-1
3868,6,Actors,"Blny MdprrGeR  hHio,eis,uenldeiEbyarv",1
3869,2,Year,2002,-1
3870,15,Filming Locations,,1
3871,5,Creator,"John Antonelli,Frank Cervarich",-1
3872,0,Id,ttt0107120,1
3873,8,Language,English,-1
3874,0,Id,tt1640714r,1
3875,7,Cast,"Judith Ivey,Bill Raymond,Emily Grace,Jane Lincoln Taylor,Justin Parkinson,Katheryn Winnick,Lucas Papaelias,David Rose,John Kennedy Connors,John Knox,Tim Hayes,Tom Tumminello,Rita Fredricks,Clint Jordan,Michael C. Maronna",-1
3876,8,Language,iEnhslg,1
3877,6,Actors,"Burt Reynolds,D.L. Hughley,Paul Rodriguez",-1
3878,16,Description,,1
3879,12,RatingCount,"3,399",-1
3880,5,Creator,eiJcniHhMle.  a,1
3881,10,Duration,,-1
3882,7,Cast,,1
3883,1,Name,Fabled,-1
3884,10,Duration,r103 min,1
3885,1,Name,The Signal,-1
3886,15,Filming Locations,"Spiderwood Studios, Austin, Texas, USAj",1
3887,6,Actors,"Jason Yee,Samantha Streets,Ron Yuan",-1
3888,4,Director,,1
3889,2,Year,2013,-1
3890,15,Filming Locations,,1
3891,4,Director,"Kevin Kolsch,Dennis Widmyer",-1
3892,10,Duration,h87 min,1
3893,3,Release Date,17 October 2014 (USA),-1
3894,15,Filming Locations,,1
3895,0,Id,tt1971325,-1
3896,12,RatingCount,"5684,4",1
3897,5,Creator,"Alejandro Amenábar,Mateo Gil",-1
3898,8,Language,MEnglish,1
3899,7,Cast,"Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi Mollà,Viola Davis,Paul Dano,Falk Hentschel,Marc Blucas,Lennie Loftin,Maggie Grace,Rich Manley,Dale Dye,Celia Weston,Gal Gadot,Jack O'Connell",-1
3900,14,Genre,"BAdventure,Drama,Sci-Fi",1
3901,6,Actors,"Russell Crowe,Rachel McAdams,Ben Affleck",-1
3902,10,Duration,,1
3903,16,Description,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,-1
3904,6,Actors,,1
3905,3,Release Date,12 March 1993 (USA),-1
3906,9,Country,"LCanada,USA",1
3907,12,RatingCount,"10,138",-1
3908,8,Language,slinhEg,1
3909,14,Genre,"Short,Adventure",-1
3910,9,Country,USA,1
3911,9,Country,"USA,Australia",-1
3912,3,Release Date,er8 ua)S311Fy9UAbr 9( ,1
3913,8,Language,English,-1
3914,10,Duration,100 minA,1
3915,14,Genre,"Comedy,Drama,Romance",-1
3916,9,Country,UAS,1
3917,14,Genre,"Comedy,Family,Romance",-1
3918,14,Genre,,1
3919,12,RatingCount,609,-1
3920,6,Actors,"BAndy Velasquez,Giancarlo Giannini,Joanna Pacula",1
3921,0,Id,tt2170242,-1
3922,7,Cast,"Sh,lrlnivh atMrdirsnetrSrl  as ,,veslylneilmaidlsiBD,,,JianMRhdtagnrnyheygli.eeoeunkn swrtoirySBedeiss,aaollltdtFeol SeC,eEes,uNWuielcRy, lnn bnWR zrrF uonyaCn lilSoni,trnByrCcCaa RorimKhce  arniirWCJ ,tbieietBatoac,, ",1
3923,2,Year,2011,-1
3924,10,Duration,C89 min,1
3925,7,Cast,"Christopher George,Andrew Prine,Richard Jaeckel,Joan McCall,Joe Dorsey,Charles Kissinger,Kermit Echols,Tom Arcuragi,Victoria Johnson,Kathy Rickman,Mary Ann Hearn,Harvey Flaxman,Mike Clifford,David Newton,Mike Gerschefski",-1
3926,5,Creator,"Hu Hong,Yao Mengu",1
3927,6,Actors,"Linda Blair,John Vernon,Robert Dryer",-1
3928,2,Year,1977B,1
3929,9,Country,USA,-1
3930,0,Id,4t000809t,1
3931,14,Genre,"Animation,Family,Musical",-1
3932,9,Country,"USA,JapanM",1
3933,12,RatingCount,391,-1
3934,15,Filming Locations,"Southern California, California, USAi",1
3935,1,Name,The Hollars,-1
3936,7,Cast,,1
3937,9,Country,USA,-1
3938,0,Id,tt2123342R,1
3939,13,ReviewCount,"23 user,8 critic",-1
3940,8,Language,TEnglish,1
3941,14,Genre,Family,-1
3942,5,Creator,"Alrick Brown,Patricia Janvieru",1
3943,3,Release Date,12 January 2007 (USA),-1
3944,5,Creator,L,1
3945,13,ReviewCount,"597 user,187 critic",-1
3946,11,RatingValue,97.,1
3947,14,Genre,"Animation,Adventure,Comedy",-1
3948,3,Release Date,9J eu02k0mrnl1y aD()0 ,1
3949,4,Director,Clive Barker,-1
3950,4,Director,Juan Piquer SimónP,1
3951,15,Filming Locations,"New York, USA",-1
3952,13,ReviewCount,"i11 user,5 critic",1
3953,5,Creator,Arthur Payne,-1
3954,5,Creator,",RlrDrwH anyoaehne CH.day o",1
3955,2,Year,2001,-1
3956,5,Creator,,1
3957,0,Id,tt0118615,-1
3958,4,Director,Renny Harlins,1
3959,3,Release Date,19 January 1990 (USA),-1
3960,9,Country,"USA,Australiao",1
3961,4,Director,Dwight H. Little,-1
3962,11,RatingValue,K6.3,1
3963,6,Actors,"Laura Linney,Tim Curry,Dylan Walsh",-1
3964,7,Cast,"bMatt Lattanzi,Loryn Locklin,Grant Heslov,Billy Morrissette,Geoffrey Lewis,M. Emmet Walsh,Dan Bell,Jefferson Slinkard,Kevin Dewey,Chad Bell,Tara Trooien,Rhonda L. Rubertus,Robert Kempe,Kathryn Lamb,Peter Breitmayer",1
3965,9,Country,USA,-1
3966,1,Name,BSpecies,1
3967,2,Year,2004,-1
3968,14,Genre,,1
3969,7,Cast,"Paul Bates,Brenda Blethyn,Brittany Bristow,Leif Bristow,Josh Buckle,Jacqueline Byers,Len Carlson,J. Miles Dale,Tony Daniels,Wendii Fulford,Whoopi Goldberg,Samantha Hayes,Ellen-Ray Hennessy,Gary Johnston,Demetrius Joyette",-1
3970,3,Release Date,,1
3971,3,Release Date,11 September 2009 (USA),-1
3972,15,Filming Locations,"fTybee Island, Georgia, USA",1
3973,12,RatingCount,"2,918",-1
3974,5,Creator,YBenjamin Chapin,1
3975,14,Genre,"Comedy,Horror",-1
3976,1,Name,The Widow's MightY,1
3977,4,Director,Cameron Crowe,-1
3978,9,Country,USAD,1
3979,2,Year,2006,-1
3980,7,Cast,"John P. Ryan,Sharon Farrell,James Dixon,William Wellman Jr.,Shamus Locke,Andrew Duggan,Guy Stockwell,Daniel Holzman,Michael Ansara,Robert Emhardt,Nancy Burnett,Patrick McAllister,Diana Hale,Gerald York,Jerry TaftY",1
3981,15,Filming Locations,"Boca Grande, Florida, USA",-1
3982,8,Language,,1
3983,11,RatingValue,6.1,-1
3984,5,Creator,"S td,verDyWy lehbirriteEaie",1
3985,15,Filming Locations,,-1
3986,6,Actors,"CCharlie Sheen,Donald Sutherland,Linda Hamilton",1
3987,11,RatingValue,5.8,-1
3988,10,Duration,1i1 1mn,1
3989,7,Cast,"Jake T. Austin,Marla Gibbs,Tessa Thompson,Ryan Spahn,L.A. Winters,Jon Lee Cope,Garrett Kruithof,Cody Robinson,Mark W. Lee,David Ditmore,B.J. Arnett,Gianna Rea Brock,Greg Poteet,Ore'yanna Baker",-1
3990,5,Creator,xAndrew Bujalski,1
3991,7,Cast,,-1
3992,14,Genre,,1
3993,7,Cast,"Jerry Phillips,Musetta Vander,Lonnie Colón,Leslie L. Miller,Lee Majors,Mel Fair,Leticia Robles,Aubyn Cole,Grant Cooper Gillen,Russell Wolfe,Brittany Lefebvre,Liam Matthews,Brandon Klopot,Abbie Finner",-1
3994,11,RatingValue,g6.6,1
3995,4,Director,Tim McCanlies,-1
3996,7,Cast,"mRufus Sewell,William Hurt,Kiefer Sutherland,Jennifer Connelly,Richard O'Brien,Ian Richardson,Bruce Spence,Colin Friels,John Bluthal,Mitchell Butel,Melissa George,Frank Gallacher,Ritchie Singer,Justin Monjo,Nicholas Bell",1
3997,9,Country,USA,-1
3998,11,RatingValue,r7.4,1
3999,4,Director,Kevan Otto,-1
4000,8,Language,"res,aEngnotsihlEp",1
4001,13,ReviewCount,"844 user,169 critic",-1
4002,2,Year,,1
4003,8,Language,English,-1
4004,4,Director,xTobe Hooper,1
4005,13,ReviewCount,"293 user,181 critic",-1
4006,8,Language,DEnglish,1
4007,10,Duration,98 min,-1
4008,2,Year,a1988,1
4009,7,Cast,"Adrian Pasdar,Jenny Wright,Lance Henriksen,Bill Paxton,Jenette Goldstein,Tim Thomerson,Joshua John Miller,Marcie Leeds,Kenny Call,Ed Corbett,Troy Evans,Bill Cross,Roger Aaron Brown,Thomas Wagner,Robert Winley",-1
4010,3,Release Date,16 November 1984 (USA)G,1
4011,5,Creator,Eric Red,-1
4012,10,Duration,in9 m5,1
4013,2,Year,1985,-1
4014,6,Actors,,1
4015,16,Description,"This movie features a character who is a descendant of the character played by Steve McQueen in the television series of the same name. And like McQueen's Josh Randall, Hauer's Nick Randall...",-1
4016,4,Director,Lewis Teaguez,1
4017,10,Duration,86 min,-1
4018,4,Director,,1
4019,16,Description,A futuristic prison movie. Protagonist and wife are nabbed at a future US emigration point with an illegal baby during population control. The resulting prison experience is the subject of ...,-1
4020,6,Actors,"ia trll i S,lroRet,eDirglunvHllsyBSeumeWestyaaee l",1
4021,14,Genre,"Action,Sci-Fi,Sport",-1
4022,6,Actors,"e,Scialn ml,nmhruearJgo lP nüirwJeCNeo",1
4023,0,Id,tt0096344,-1
4024,10,Duration,103 mint,1
4025,6,Actors,"Matt Foyer,John Bolen,Ralph Lucas",-1
4026,10,Duration,94 mins,1
4027,2,Year,1998,-1
4028,16,Description,An unsuspecting woman is impregnated by aliens who are experimenting on the human population.J,1
4029,1,Name,Wolf,-1
4030,1,Name,GReturn of the Living Dead III,1
4031,9,Country,USA,-1
4032,8,Language,Englishh,1
4033,13,ReviewCount,"32 user,28 critic",-1
4034,16,Description,"A Seattle history professor, drawn back to his estranged family on the Oregon coast to execute his late mother's estate, is reaquainted with his best friend from childhood, with whom he has...O",1
4035,2,Year,1989,-1
4036,11,RatingValue,T7.3,1
4037,7,Cast,"B. Bradenton Harper,Blade Yocum,Dariush Moslemi,David Daniel Harper,Jana K. Lensing,William Studer,Chari Eckmann,Jade Cook,Allen Fredrick Voigt,Elizabeth McCormick,Quintin Walker,Chaos Bebault,Sue Gerver,Nikita Zubarev,Don Metke",-1
4038,9,Country,USAJ,1
4039,12,RatingCount,"2,765",-1
4040,8,Language,sEhngli,1
4041,5,Creator,"Robert T. Megginson,Gregory Fleeman",-1
4042,3,Release Date,,1
4043,1,Name,Stakeout,-1
4044,7,Cast,"CMichael J. Fox,James Woods,Stephen Lang,Annabella Sciorra,John Capodice,Luis Guzmán,LL Cool J,Mary Mara,Delroy Lindo,Conrad Roberts,Penny Marshall,Christina Ricci,George Cheung,Frank Geraci,Sophie Maletsky",1
4045,8,Language,English,-1
4046,2,Year,z1990,1
4047,14,Genre,"Comedy,Horror,Sci-Fi",-1
4048,5,Creator,"Jerry Sohl,H.P. Lovecrafto",1
4049,16,Description,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",-1
4050,14,Genre,,1
4051,13,ReviewCount,"51 user,75 critic",-1
4052,16,Description,"wWhen Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.",1
4053,16,Description,"Englishmen race to find the tomb of Genghis Khan. They have to get there fast, as the evil genius Dr. Fu Manchu is also searching, and if he gets the mysteriously powerful relics, he and ...",-1
4054,6,Actors,,1
4055,12,RatingCount,"6,117",-1
4056,4,Director,,1
4057,9,Country,USA,-1
4058,8,Language,eEnglish,1
4059,3,Release Date,2008 (USA),-1
4060,5,Creator,"firn.ic ahvPofrfHtcGeidR, .Lra",1
4061,6,Actors,"Ben Mendelsohn,Ryan Reynolds,Yvonne Landry",-1
4062,16,Description,"lInsane asylums, shallow graves and magick of the blackest kind. Maelstrom Productions' newest project is an updated but faithful adaptation of H.P. Lovecraft's 'The Thing on the Doorstep'. ...",1
4063,0,Id,tt1488032,-1
4064,8,Language,gElinsh,1
4065,14,Genre,Drama,-1
4066,13,ReviewCount,"27 user,10 criticq",1
4067,15,Filming Locations,"Madison, Wisconsin, USA",-1
4068,0,Id,Mtt0119819,1
4069,11,RatingValue,4.9,-1
4070,1,Name, houRleByt eTomrtf,1
4071,10,Duration,92 min,-1
4072,14,Genre,"lComedy,Family,Romance",1
4073,15,Filming Locations,"Chicago, Illinois, USA",-1
4074,9,Country,USAs,1
4075,8,Language,English,-1
4076,11,RatingValue,W5.5,1
4077,11,RatingValue,5.1,-1
4078,10,Duration,1mn7i1 ,1
